BMapID	ExpID	Exp Name	Year	1st Author	PubMed	Diagnosis	Stimulus Mod	Stimulus Type	Response Mod	Response Type	Instructions	Context	Paradigm	Behavior	Activation	#Subj
10030049	8	Smoking Cues > Control Cues 	Neuropsychopharmacology	2008	McClernon F J	17987060	Smokers	Visual	Pictures	None	None	Attend	Drug Effects	Passive Viewing	Cognition.Attention, Pharmacology.Nicotine	Y	12
10030049	9	Control Cues > Smoking Cues	Neuropsychopharmacology	2008	McClernon F J	17987060	Smokers	Visual	Pictures	None	None	Attend	Drug Effects	Passive Viewing	Cognition.Attention, Pharmacology.Nicotine	Y	12
10030050	1	Episodic Memory Retrieval > Scanner Noise, Normals	Psychiatry Research	2009	Mensebach C	19176280	Normals	Auditory, None	None, Words	None, Oral/Facial	None, Speech	Attend, Recall	Normal Mapping	Cued Explicit Recognition/Recall	Cognition.Memory.Explicit	Y	18
10030050	2	Episodic Memory Retrieval > Scanner Noise, BPD	Psychiatry Research	2009	Mensebach C	19176280	Borderline Personality Disorder	Auditory, None	None, Words	None, Oral/Facial	None, Speech	Attend, Recall	Disease Effects	Cued Explicit Recognition/Recall	Cognition.Memory.Explicit	Y	18
10030050	3	Semantic Memory Retrieval > Scanner Noise, Normals	Psychiatry Research	2009	Mensebach C	19176280	Normals	Auditory, None	None, Words	None, Oral/Facial	None, Speech	Attend, Generate	Normal Mapping	Word Generation (Overt)	Action.Execution.Speech, Cognition.Language.Orthography, Cognition.Language.Speech	Y	18
10030050	4	Semantic Memory Retrieval > Scanner Noise, BPD	Psychiatry Research	2009	Mensebach C	19176280	Borderline Personality Disorder	Auditory, None	None, Words	None, Oral/Facial	None, Speech	Attend, Generate	Disease Effects	Word Generation (Overt)	Action.Execution.Speech, Cognition.Language.Orthography, Cognition.Language.Speech	Y	18
10030050	5	Episodic Memory Retrieval, Normals - BPD	Psychiatry Research	2009	Mensebach C	19176280	Borderline Personality Disorder, Normals	Auditory	Words	Oral/Facial	Speech	Recall	Disease Effects	Cued Explicit Recognition/Recall	Cognition.Memory.Explicit	Y	18
10030050	6	Semantic Memory Retrieval, Normals - BPD	Psychiatry Research	2009	Mensebach C	19176280	Borderline Personality Disorder, Normals	Auditory	Words	Oral/Facial	Speech	Generate	Disease Effects	Word Generation (Overt)	Action.Execution.Speech, Cognition.Language.Orthography, Cognition.Language.Speech	Y	18
10030051	1	Reduced Glucose Metabolism, NL-MCI vs. Normals	Neurobiology of Aging	2008	Mosconi L	17222480	Mild Cognitive Impairment, Normals	None	None	None	None	Passive/Rest	Disease Effects	Rest	Action.Rest	Y	19
10030051	2	Reduced Glucose Metabolism, NL-AD vs. Normals	Neurobiology of Aging	2008	Mosconi L	17222480	Alzheimer's Disease, Normals	None	None	None	None	Passive/Rest	Disease Effects	Rest	Action.Rest	Y	6
10030051	3	Reduced Glucose Metabolism, NL-AD vs. NL-MCI	Neurobiology of Aging	2008	Mosconi L	17222480	Alzheimer's Disease, Mild Cognitive Impairment	None	None	None	None	Passive/Rest	Disease Effects	Rest	Action.Rest	Y	6
10030052	1	RHFS > Rest, Healthy Controls	Brain	2009	Mostofsky S H	19389870	Normals	Visual	Words	Hand, None	Finger Tapping, None	Move, Passive/Rest	Normal Mapping	Finger Tapping/Button Press	Action.Execution	Y	13
10030052	2	RHFS > Rest, HFA Patients	Brain	2009	Mostofsky S H	19389870	Autism Spectrum Disorders	Visual	Words	Hand, None	Finger Tapping, None	Move, Passive/Rest	Disease Effects	Finger Tapping/Button Press	Action.Execution	Y	13
10030052	3	LHFS > Rest, Healthy Controls	Brain	2009	Mostofsky S H	19389870	Normals	Visual	Words	Hand, None	Finger Tapping, None	Move, Passive/Rest	Normal Mapping	Finger Tapping/Button Press	Action.Execution	Y	13
10030052	4	LHFS > Rest, HFA Patients	Brain	2009	Mostofsky S H	19389870	Autism Spectrum Disorders	Visual	Words	Hand, None	Finger Tapping, None	Move, Passive/Rest	Disease Effects	Finger Tapping/Button Press	Action.Execution	Y	13
10030053	1	Pain-Related Responses Using Train Pulse and Single Pulse Stimulation	NeuroImage	2009	Obermann M	19457385	Normals	None, Tactile	Electricity, None	None	None	Attend, Passive/Rest	Normal Mapping	Pain Monitor/Discrimination	Perception.Somesthesis.Pain	Y	11
10030053	2	Stimulation Level by Condition Interaction	NeuroImage	2009	Obermann M	19457385	Normals	None, Tactile	Electricity, None	None	None	Attend, Passive/Rest	Normal Mapping	Pain Monitor/Discrimination	Perception.Somesthesis.Pain	Y	11
10030054	1	(Fear > Neutral) Reboxetine > (Fear > Neutral) Placebo	Social Cognitive and Affective Neuroscience	2009	Onur O A	19246474	Normals	Visual	Video	Hand	Button Press	Discriminate	Drug Effects	Face Monitor/Discrimination, Film Viewing	Emotion, Pharmacology.Psychiatric Medications.Antidepressants	Y	9
10030054	2	(Happy > Neutral) Reboxetine > (Happy > Neutral) Placebo	Social Cognitive and Affective Neuroscience	2009	Onur O A	19246474	Normals	Visual	Video	Hand	Button Press	Discriminate	Drug Effects	Face Monitor/Discrimination, Film Viewing	Emotion, Pharmacology.Psychiatric Medications.Antidepressants	Y	9
10030054	3	(Feat > Neutral) Placebo > (Feat > Neutral) Reboxetine	Social Cognitive and Affective Neuroscience	2009	Onur O A	19246474	Normals	Visual	Video	Hand	Button Press	Discriminate	Drug Effects	Face Monitor/Discrimination, Film Viewing	Emotion, Pharmacology.Psychiatric Medications.Antidepressants	Y	9
10030054	4	(Happy > Neutral) Placebo > (Happy > Neutral) Reboxetine	Social Cognitive and Affective Neuroscience	2009	Onur O A	19246474	Normals	Visual	Video	Hand	Button Press	Discriminate	Drug Effects	Face Monitor/Discrimination, Film Viewing	Emotion, Pharmacology.Psychiatric Medications.Antidepressants	Y	9
10030055	1	Normals, (Study Correct > Study Incorrect)	Annals of Neurology	2005	Pariente J	16315273	Normals	Visual	Faces	Hand	Button Press	Encode	Normal Mapping	Encoding	Cognition.Memory.Explicit	Y	17
10030055	2	Normals, (Test Correct > Test Incorrect)	Annals of Neurology	2005	Pariente J	16315273	Normals	Visual	Faces	Hand	Button Press	Discriminate	Normal Mapping	Paired Associate Recall	Cognition.Memory.Explicit	Y	17
10030055	3	Normals, (Study Correct-Study Incorrect) - AD, (Study Correct-Study Incorrect)	Annals of Neurology	2005	Pariente J	16315273	Alzheimer's Disease, Normals	Visual	Faces	Hand	Button Press	Encode	Disease Effects	Encoding	Cognition.Memory.Explicit	Y	12
10030055	4	AD, (Study Correct-Study Incorrect) - Normals, (Study Correct-Study Incorrect)	Annals of Neurology	2005	Pariente J	16315273	Alzheimer's Disease, Normals	Visual	Faces	Hand	Button Press	Encode	Disease Effects	Encoding	Cognition.Memory.Explicit	Y	12
10030055	5	AD, (Study Correct) > Normals, (Study Correct)	Annals of Neurology	2005	Pariente J	16315273	Alzheimer's Disease, Normals	Visual	Faces	Hand	Button Press	Encode	Disease Effects	Encoding	Cognition.Memory.Explicit	Y	12
10030055	6	Normals, (Test Correct-Test Incorrect) - AD, (Text Correct-Test Incorrect)	Annals of Neurology	2005	Pariente J	16315273	Alzheimer's Disease, Normals	Visual	Faces	Hand	Button Press	Discriminate	Disease Effects	Paired Associate Recall	Cognition.Memory.Explicit	Y	12
10030055	7	AD, (Test Correct-Test Incorrect) - Normals, (Test Correct-Test Incorrect)	Annals of Neurology	2005	Pariente J	16315273	Alzheimer's Disease, Normals	Visual	Faces	Hand	Button Press	Discriminate	Disease Effects	Paired Associate Recall	Cognition.Memory.Explicit	Y	12
10030055	8	Normals, (Test Correct) > AD, (Text Correct)	Annals of Neurology	2005	Pariente J	16315273	Alzheimer's Disease, Normals	Visual	Faces	Hand	Button Press	Discriminate	Disease Effects	Paired Associate Recall	Cognition.Memory.Explicit	Y	12
10030055	9	AD, (Test Correct) > Normals, (Test Correct)	Annals of Neurology	2005	Pariente J	16315273	Alzheimer's Disease, Normals	Visual	Faces	Hand	Button Press	Discriminate	Disease Effects	Paired Associate Recall	Cognition.Memory.Explicit	Y	12
10030055	10	Correction Analysis, MMSE and BOLD signal during Study Correct, AD	Annals of Neurology	2005	Pariente J	16315273	Alzheimer's Disease	Visual	Faces	Hand	Button Press	Encode	Disease Effects	Encoding	Cognition.Memory.Explicit	Y	12
10030056	1	Novel Encode > Familiar Encode, Alzheimers Disease	Radiology	2007	Petrella J R	17885190	Alzheimer's Disease	Visual	Faces	Hand	Button Press	Encode	Disease Effects	Encoding	Cognition.Memory.Explicit	Y	13
10030056	2	Familiar Encode > Novel Encode, Alzheimers Disease	Radiology	2007	Petrella J R	17885190	Alzheimer's Disease	Visual	Faces	Hand	Button Press	Encode	Disease Effects	Encoding	Cognition.Memory.Explicit	Y	13
10030056	3	Novel Encode > Familiar Encode, Normals	Radiology	2007	Petrella J R	17885190	Normals	Visual	Faces	Hand	Button Press	Encode	Normal Mapping	Encoding	Cognition.Memory.Explicit	Y	28
10030056	4	Familiar Encode > Novel Encode, Normals	Radiology	2007	Petrella J R	17885190	Normals	Visual	Faces	Hand	Button Press	Encode	Normal Mapping	Encoding	Cognition.Memory.Explicit	Y	28
10030056	5	Novel Encode > Familiar Encode, Mild Cognitive Impairment	Radiology	2007	Petrella J R	17885190	Mild Cognitive Impairment	Visual	Faces	Hand	Button Press	Encode	Disease Effects	Encoding	Cognition.Memory.Explicit	Y	34
10030056	6	Familiar Encode > Novel Encode, Mild Cognitive Impairment	Radiology	2007	Petrella J R	17885190	Mild Cognitive Impairment	Visual	Faces	Hand	Button Press	Encode	Disease Effects	Encoding	Cognition.Memory.Explicit	Y	34
10030056	7	Decreases from Normals to Mild Cognitive Impairment and Alzheimers Disease (Normals > (MCI + AD))	Radiology	2007	Petrella J R	17885190	Alzheimer's Disease, Mild Cognitive Impairment, Normals	Visual	Faces	Hand	Button Press	Encode	Disease Effects	Encoding	Cognition.Memory.Explicit	Y	13
10030056	8	Increase from Alzheimers Disease to Mild Cognitive Impairment to Normals ((AD + MCI) > Normals)	Radiology	2007	Petrella J R	17885190	Alzheimer's Disease, Mild Cognitive Impairment, Normals	Visual	Faces	Hand	Button Press	Encode	Disease Effects	Encoding	Cognition.Memory.Explicit	Y	13
10030056	9	Positive Correlation of Activation with CVLT Performance	Radiology	2007	Petrella J R	17885190	Alzheimer's Disease, Mild Cognitive Impairment, Normals	Visual	Faces	Hand	Button Press	Encode	Disease Effects	Encoding	Cognition.Memory.Explicit	Y	13
10030056	10	Negative Correlation of Activation with CVLT Performance	Radiology	2007	Petrella J R	17885190	Alzheimer's Disease, Mild Cognitive Impairment, Normals	Visual	Faces	Hand	Button Press	Encode	Disease Effects	Encoding	Cognition.Memory.Explicit	N	13
10030057	1	AD Patients > Healthy Controls, Repeated Face/Name Pairs vs. Fixation (Activations) 	American Journal of Geriatric Psychiatry	2008	Piblajamaki M	18378553	Alzheimer's Disease, Normals	Visual	Faces, Fixation Point, Words	Hand, None	Button Press, None	Discriminate, Encode, Fixate	Disease Effects	Encoding, Face Monitor/Discrimination	Cognition.Memory.Explicit	Y	15
10030057	2	AD Patients > Healthy Controls, Repeated Face/Name Pairs vs. Fixation (Deactivations) 	American Journal of Geriatric Psychiatry	2008	Piblajamaki M	18378553	Alzheimer's Disease, Normals	Visual	Faces, Fixation Point, Words	Hand, None	Button Press, None	Discriminate, Encode, Fixate	Disease Effects	Encoding, Face Monitor/Discrimination	Cognition.Memory.Explicit	N	15
10030058	1	Effect of MDMA in Go Trials	Neuropsychopharmacology	2009	Ramaekers J G	19092784	Recreational Drug Users	Visual	Digits, Letters	Hand	Button Press	Discriminate	Drug Effects	Go/No-Go	Cognition.Attention, Pharmacology.Amphetamines.Methamphetamine	Y	12
10030058	2	Effect of MDMA in No-Go Trials	Neuropsychopharmacology	2009	Ramaekers J G	19092784	Recreational Drug Users	Visual	Digits, Letters	None	None	Discriminate	Drug Effects	Go/No-Go	Action.Inhibition, Cognition.Attention, Pharmacology.Amphetamines.Methamphetamine	N	12
10030059	1	Reductions in FDG Uptake, Mild AD vs. Normals, Before PVE Correction	European Journal of Nuclear Medicine and Molecular Imaging	2007	Samuraki M	17520250	Alzheimer's Disease, Normals	None	None	None	None	Passive/Rest	Disease Effects	Rest	Action.Rest	N	39
10030059	2	Reductions in FDG Uptake, Mild AD vs. Normals, After PVE Correction	European Journal of Nuclear Medicine and Molecular Imaging	2007	Samuraki M	17520250	Alzheimer's Disease, Normals	None	None	None	None	Passive/Rest	Disease Effects	Rest	Action.Rest	N	39
10030059	3	Increases in FDG Uptake, Mild AD vs. Normals, Before PVE Correction	European Journal of Nuclear Medicine and Molecular Imaging	2007	Samuraki M	17520250	Alzheimer's Disease, Normals	None	None	None	None	Passive/Rest	Disease Effects	Rest	Action.Rest	Y	39
10030059	4	Increases in FDG Uptake, Mild AD vs. Normals, After PVE Correction	European Journal of Nuclear Medicine and Molecular Imaging	2007	Samuraki M	17520250	Alzheimer's Disease, Normals	None	None	None	None	Passive/Rest	Disease Effects	Rest	Action.Rest	Y	39
10030060	1	Unfair Proposals > Fair Proposals	Science	2003	Sanfey A G	12805551	Normals	Visual	Digits, Faces	Hand	Button Press	Discriminate	Normal Mapping	Reward	Cognition, Emotion	Y	19
10030061	1	Disgust + Fear Inducing Spiders > Neutral, Spider-Phobic, Pre-Therapy	Psychiatry Research	2009	Schienle A	19321317	Specific Phobia	Visual	Pictures	None	None	Attend	Disease Effects	Passive Viewing	Emotion.Disgust, Emotion.Fear	Y	10
10030061	2	Disgust + Fear Inducing Spiders > Neutral, Spider-Phobic, Post-Therapy	Psychiatry Research	2009	Schienle A	19321317	Specific Phobia	Visual	Pictures	None	None	Attend	Disease Effects, Treatment Effects	Passive Viewing	Emotion.Disgust, Emotion.Fear	Y	10
10030061	3	Disgust + Fear Inducing Spiders > Neutral, Spider-Phobic, Pre-Therapy > Post-Therapy	Psychiatry Research	2009	Schienle A	19321317	Specific Phobia	Visual	Pictures	None	None	Attend	Disease Effects, Treatment Effects	Passive Viewing	Emotion.Disgust, Emotion.Fear	Y	10
10030061	4	Disgust + Fear Inducing Spiders > Neutral, Spider-Phobic, Post-Therapy > Pre-Therapy	Psychiatry Research	2009	Schienle A	19321317	Specific Phobia	Visual	Pictures	None	None	Attend	Treatment Effects	Passive Viewing	Emotion.Disgust, Emotion.Fear	Y	10
10030061	5	Disgust + Fear Inducing Spiders > Neutral, Healthy Controls, Pre-Therapy	Psychiatry Research	2009	Schienle A	19321317	Normals	Visual	Pictures	None	None	Attend	Normal Mapping	Passive Viewing	Emotion.Disgust, Emotion.Fear	Y	8
10030061	6	Disgust + Fear Inducing Spiders > Neutral, Healthy Controls, Post-Therapy	Psychiatry Research	2009	Schienle A	19321317	Normals	Visual	Pictures	None	None	Attend	Treatment Effects	Passive Viewing	Emotion.Disgust, Emotion.Fear	Y	8
10030061	7	Disgust + Fear Inducing Spiders > Neutral, Healthy Controls, Pre > Post-Therapy	Psychiatry Research	2009	Schienle A	19321317	Normals	Visual	Pictures	None	None	Attend	Treatment Effects	Passive Viewing	Emotion.Disgust, Emotion.Fear	Y	8
10030061	8	Disgust + Fear Inducing Spiders > Neutral, Pre-Therapy, Spider Phobic > Healthy Controls	Psychiatry Research	2009	Schienle A	19321317	Normals, Specific Phobia	Visual	Pictures	None	None	Attend	Disease Effects	Passive Viewing	Emotion.Disgust, Emotion.Fear	Y	8
10030061	9	Disgust + Fear Inducing Spiders > Neutral, Pre-Therapy, Healthy Controls > Spider-Phobic	Psychiatry Research	2009	Schienle A	19321317	Normals, Specific Phobia	Visual	Pictures	None	None	Attend	Disease Effects	Passive Viewing	Emotion.Disgust, Emotion.Fear	Y	8
10030061	10	Disgust Inducing Spider > Neutral Pictures, Spider-Phobic, Pre-Therapy > Post-Therapy	Psychiatry Research	2009	Schienle A	19321317	Specific Phobia	Visual	Pictures	None	None	Attend	Disease Effects, Treatment Effects	Passive Viewing	Emotion.Disgust	Y	10
10030061	11	Fear Inducing Spider > Neutral Pictures, Spider-Phobic, Pre-Therapy > Post-Therapy	Psychiatry Research	2009	Schienle A	19321317	Specific Phobia	Visual	Pictures	None	None	Attend	Disease Effects, Treatment Effects	Passive Viewing	Emotion.Fear	Y	10
10030061	12	Disgust Inducing Spider > Neutral Pictures, Healthy Controls, Pre-Therapy > Post-Therapy	Psychiatry Research	2009	Schienle A	19321317	Normals	Visual	Pictures	None	None	Attend	Treatment Effects	Passive Viewing	Emotion.Fear	Y	8
10030061	13	Fear Inducing Spider > Neutral Pictures, Healthy Controls, Pre-Therapy > Post-Therapy	Psychiatry Research	2009	Schienle A	19321317	Normals	Visual	Pictures	None	None	Attend	Treatment Effects	Passive Viewing	Emotion.Fear	Y	8
10030062	1	Infant Vocalizations - Neutral Noise, Women vs. Men 	Biological Psychiatry	2003	Seifritz E	14675800	Normals	Auditory	Noise, Sounds (Environmental)	None	None	Attend	Gender Effects	Passive Listening	Emotion, Perception.Audition	Y	10
10030062	2	Infant Vocalizations - Neutral Noise, Mothers vs. Fathers 	Biological Psychiatry	2003	Seifritz E	14675800	Normals	Auditory	Noise, Sounds (Environmental)	None	None	Attend	Gender Effects	Passive Listening	Emotion, Perception.Audition	Y	10
10030062	3	Infant Vocalizations - Neutral Noise, Childless Women vs. Childless Men 	Biological Psychiatry	2003	Seifritz E	14675800	Normals	Auditory	Noise, Sounds (Environmental)	None	None	Attend	Gender Effects	Passive Listening	Emotion, Perception.Audition	Y	10
10030062	4	Infant Crying vs. Infant Laughing, Parents vs. Nonparents	Biological Psychiatry	2003	Seifritz E	14675800	Normals	Auditory	Sounds (Environmental)	None	None	Attend	Normal Mapping	Passive Listening	Emotion, Perception.Audition	Y	10
10030062	5	Infant Crying vs. Infant Laughing, Mothers vs. Childless Women	Biological Psychiatry	2003	Seifritz E	14675800	Normals	Auditory	Sounds (Environmental)	None	None	Attend	Normal Mapping	Passive Listening	Emotion, Perception.Audition	Y	10
10030062	6	Infant Crying vs. Infant Laughing, Fathers vs. Childless Men  	Biological Psychiatry	2003	Seifritz E	14675800	Normals	Auditory	Sounds (Environmental)	None	None	Attend	Normal Mapping	Passive Listening	Emotion, Perception.Audition	Y	10
10030063	1	Nenbutsu > Rest	Turkish Neurosurgery	2008	Shimomura T	18597227	Normals	Auditory, None	None, Words	None	None	Attend, Passive/Rest, Repeat	Normal Mapping	Recitation/Repetition (Covert)	Cognition.Language, Cognition.Memory.Explicit	Y	8
10030063	2	Sutra > Rest	Turkish Neurosurgery	2008	Shimomura T	18597227	Normals	Auditory, None	None, Words	None	None	Attend, Passive/Rest	Normal Mapping	Reading (Covert), Recitation/Repetition (Covert)	Cognition.Language	Y	8
10030063	3	Shiritori > Rest	Turkish Neurosurgery	2008	Shimomura T	18597227	Normals	Auditory, None	None, Words	None	None	Generate, Passive/Rest	Normal Mapping	Naming (Covert)	Cognition.Language.Orthography, Cognition.Language.Speech	Y	8
10030064	1	Book, Internet-Savvy Subjects	American Journal of Geriatric Psychiatry	2009	Small G W	19155745	Normals	Visual	Shapes, Words	Hand	Button Press	Attend, Move, Read	Normal Mapping	Reading (Covert)	Cognition.Language	Y	12
10030064	2	Book, Internet-Naive Subjects	American Journal of Geriatric Psychiatry	2009	Small G W	19155745	Normals	Visual	Shapes, Words	Hand	Button Press	Attend, Move, Read	Normal Mapping	Reading (Covert)	Cognition.Language	Y	12
10030064	3	Internet, Internet-Savvy Subjects	American Journal of Geriatric Psychiatry	2009	Small G W	19155745	Normals	Visual	Shapes, Words	Hand	Button Press	Attend, Move, Read	Normal Mapping	Reading (Covert)	Cognition.Language	Y	12
10030064	4	 Internet, Internet-Naive Subjects	American Journal of Geriatric Psychiatry	2009	Small G W	19155745	Normals	Visual	Shapes, Words	Hand	Button Press	Attend, Move, Read	Normal Mapping	Reading (Covert)	Cognition.Language	Y	12
10030065	1	Working Memory (4-sec Delay) - Working Memory (1-sec Delay), Pre-Therapy	Journal of Clinical Endocrinology and Metabolism	2006	Smith Y R	16912129	Normals	Visual	Abstract/Geometrical	Hand	Button Press	Recall	Normal Mapping	Delayed Match to Sample	Cognition.Memory.Working	Y	10
10030065	2	Working Memory (4-sec Delay) - Working Memory (1-sec Delay), Post-Therapy, Hormone > Placebo	Journal of Clinical Endocrinology and Metabolism	2006	Smith Y R	16912129	Normals	Visual	Abstract/Geometrical	Hand	Button Press	Recall	Drug Effects	Delayed Match to Sample	Cognition.Memory.Working, Pharmacology.Steroids and Hormones.Estrogen	Y	10
10030066	1	Decision-Making Game > Fixation, Healthy Controls	Neuroreport	2009	Sripada C S	19521264	Normals	Visual	Faces, Fixation Point	Hand, None	Button Press, None	Discriminate, Fixate	Normal Mapping	Reward, Theory of Mind	Cognition.Reasoning, Cognition.Social Cognition, Emotion	Y	26
10030066	2	Decision-Making Game > Fixation, Social Anxiety Disorder Patients	Neuroreport	2009	Sripada C S	19521264	Social Anxiety Disorder	Visual	Faces, Fixation Point	Hand, None	Button Press, None	Discriminate, Fixate	Disease Effects	Reward, Theory of Mind	Cognition.Reasoning, Cognition.Social Cognition, Emotion	Y	26
10030066	3	Decision-Making Game > Fixation, Healthy Controls > Social Anxiety Disorder Patients	Neuroreport	2009	Sripada C S	19521264	Normals, Social Anxiety Disorder	Visual	Faces, Fixation Point	Hand, None	Button Press, None	Discriminate, Fixate	Disease Effects	Reward, Theory of Mind	Cognition.Reasoning, Cognition.Social Cognition, Emotion	Y	26
10030066	4	Decision-Making Game > Fixation, Social Anxiety Disorder Patients > Healthy Controls	Neuroreport	2009	Sripada C S	19521264	Normals, Social Anxiety Disorder	Visual	Faces, Fixation Point	Hand, None	Button Press, None	Discriminate, Fixate	Disease Effects	Reward, Theory of Mind	Cognition.Reasoning, Cognition.Social Cognition, Emotion	Y	26
10030067	1	Brain Regions Activated By All Conditions	NeuroImage	2009	Summerfield J J	18973817	Normals	Visual	Words	None	None	Recall	Normal Mapping	Episodic Recall, Imagined Objects/Scenes	Action.Imagination, Cognition.Memory.Explicit	Y	18
10030067	2	Recall of Real Autobiographical Events > Recall of Imagined Autobiographical Events	NeuroImage	2009	Summerfield J J	18973817	Normals	Visual	Words	None	None	Recall	Normal Mapping	Episodic Recall	Cognition.Memory.Explicit	Y	18
10030067	3	Recall of Autobiographical Events > Recall of Film and News Events	NeuroImage	2009	Summerfield J J	18973817	Normals	Visual	Words	None	None	Recall	Normal Mapping	Episodic Recall, Imagined Objects/Scenes	Cognition.Memory.Explicit	Y	18
10030067	4	Recall of Previously Viewed Events > Recall of Previously Imagined Events	NeuroImage	2009	Summerfield J J	18973817	Normals	Visual	Words	None	None	Recall	Normal Mapping	Episodic Recall	Cognition.Memory.Explicit	Y	18
10030067	5	Recall of Film Events > Recall of News Events	NeuroImage	2009	Summerfield J J	18973817	Normals	Visual	Words	None	None	Recall	Normal Mapping	Episodic Recall, Imagined Objects/Scenes	Action.Imagination, Cognition.Memory.Explicit	Y	18
10030068	1	Visuospatial Task > Blank Clock, Alzheimer's Disease	Neurobiology of Disease	2008	Vannini P	18619845	Alzheimer's Disease	Visual	Pictures	Hand	Button Press	Attend, Discriminate	Disease Effects	Visuospatial Attention	Cognition.Space, Perception.Vision.Shape	Y	13
10030068	2	Visuospatial Task > Blank Clock, Normals	Neurobiology of Disease	2008	Vannini P	18619845	Normals	Visual	Pictures	Hand	Button Press	Attend, Discriminate	Normal Mapping	Visuospatial Attention	Cognition.Space, Perception.Vision.Shape	Y	13
10030068	3	RT Predictor, Normals > Alzheimer's Disease	Neurobiology of Disease	2008	Vannini P	18619845	Alzheimer's Disease, Normals	Visual	Pictures	Hand	Button Press	Discriminate	Disease Effects	Visuospatial Attention	Cognition.Space, Perception.Vision.Shape	Y	13
10030068	4	FixedClock Predictor, Normals > Alzheimer's Disease	Neurobiology of Disease	2008	Vannini P	18619845	Alzheimer's Disease, Normals	Visual	Pictures	Hand	Button Press	Discriminate	Disease Effects	Visuospatial Attention	Cognition.Space, Perception.Vision.Shape	Y	13
10030068	5	FixedClock Predictor, Alzheimer's Disease > Normals	Neurobiology of Disease	2008	Vannini P	18619845	Alzheimer's Disease, Normals	Visual	Pictures	Hand	Button Press	Discriminate	Disease Effects	Visuospatial Attention	Cognition.Space, Perception.Vision.Shape	Y	13
10030069	1	Invalid Responses > Valid Responses, Nicotine vs. Placebo	Neuropsychopharmacology	2008	Vossel S	17551539	Normals	Visual	Shapes	Hand, None	Button Press, None	Discriminate, Fixate	Drug Effects	Visual Distractor/Visual Attention, Visuospatial Attention	Perception.Vision.Shape, Pharmacology.Nicotine	Y	12
10030070	1	Not Informed Low Intensity (Conditioning-Preconditioning) - Informed (Conditioning-Preconditioning)	Pain	2009	Watson A	19523766	Normals	Tactile	Heat	Hand	Button Press	Discriminate	Normal Mapping	Pain Monitor/Discrimination	Cognition.Attention, Perception.Somesthesis.Pain	Y	11
10030070	2	Not Informed (Post Conditioning - Preconditioning) - Informed (Post Conditioning - Preconditioning)	Pain	2009	Watson A	19523766	Normals	Tactile	Heat	Hand	Button Press	Discriminate	Normal Mapping	Pain Monitor/Discrimination	Cognition.Attention, Perception.Somesthesis.Pain	Y	11
10030071	1	Go/No-go > Fixation, Bipolar II Disorder	Bipolar Disorders	2009	Welander-Vatn A S	19419384	Bipolar Disorder	Visual	Fixation Point, Letters	Hand, None	Button Press, None	Discriminate, Fixate	Disease Effects	Go/No-Go	Action.Inhibition, Cognition.Attention	Y	27
10030071	2	Go/No-go > Fixation, Healthy Controls	Bipolar Disorders	2009	Welander-Vatn A S	19419384	Normals	Visual	Fixation Point, Letters	Hand, None	Button Press, None	Discriminate, Fixate	Normal Mapping	Go/No-Go	Action.Inhibition, Cognition.Attention	Y	28
10030072	1	Brain Responses to Pain, Catholics	Pain	2008	Wiech K	18774224	Normals	Tactile, Visual	Pain, Pictures	None	None	Attend	Normal Mapping	Pain Monitor/Discrimination	Emotion, Perception.Somesthesis.Pain	Y	12
10030072	2	Brain Responses to Pain, Atheists and Agnostics	Pain	2008	Wiech K	18774224	Normals	Tactile, Visual	Pain, Pictures	None	None	Attend	Normal Mapping	Pain Monitor/Discrimination	Emotion, Perception.Somesthesis.Pain	Y	12
10030072	3	(Religious - Non-Religious, Catholics) - (Religious - Non-Religious, Atheists and Agnostics)	Pain	2008	Wiech K	18774224	Normals	Tactile, Visual	Pain, Pictures	None	None	Attend	Normal Mapping	Pain Monitor/Discrimination	Emotion, Perception.Somesthesis.Pain	Y	12
10030072	4	(Non-Religious - Religious, Catholics) - (Non-Religious - Religious, Atheists and Agnostics)	Pain	2008	Wiech K	18774224	Normals	Tactile, Visual	Pain, Pictures	None	None	Attend	Normal Mapping	Pain Monitor/Discrimination	Emotion, Perception.Somesthesis.Pain	Y	12
10030073	1	aMCI Patients vs. Healthy Controls	NeuroImage	2009	Yakushev I	18691659	Mild Cognitive Impairment, Normals	None	None	None	None	Passive/Rest	Disease Effects	Rest	Action.Rest	Y	11
10030073	2	Very Mild AD Patients vs. Healthy Controls	NeuroImage	2009	Yakushev I	18691659	Alzheimer's Disease, Normals	None	None	None	None	Passive/Rest	Disease Effects	Rest	Action.Rest	Y	15
10030073	3	Mild AD Patients vs. Healthy Controls	NeuroImage	2009	Yakushev I	18691659	Alzheimer's Disease, Normals	None	None	None	None	Passive/Rest	Disease Effects	Rest	Action.Rest	Y	15
10030074	1	No-Go - Go (Go/No-Go)	Journal of Cognitive Neuroscience	2008	Zheng D	18303978	Normals	Visual	Shapes	Hand, None	Button Press, None	Discriminate	Normal Mapping	Go/No-Go	Action.Inhibition, Cognition.Attention	Y	18
10030074	2	Stop - Go (Stop Signal)	Journal of Cognitive Neuroscience	2008	Zheng D	18303978	Normals	Visual	Shapes	Hand, None	Button Press, None	Discriminate	Normal Mapping	Go/No-Go	Action.Inhibition, Cognition.Attention	Y	18
